"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL56";"8-OH-DPAT";"";"Small molecule";"";"247.38";"61";"684";"3.37";"23.47";"2";"1";"0";"5";"N";"0.86";"9.82";"10.72";"3.54";"1.47";"1";"MOL";"-1";"18";"2";"1";"0";"247.1936";"-0.31";"BASE";"C16H25NO";"CCCN(CCC)C1CCc2cccc(O)c2C1";"ASXGJMSKWNBENU-UHFFFAOYSA-N"
"CHEMBL128393";"";"";"Small molecule";"";"161.20";"1";"1";"1.14";"43.09";"2";"1";"0";"0";"Y";"0.62";"None";"7.58";"1.30";"0.90";"1";"MOL";"-1";"12";"2";"2";"0";"161.0841";"0.38";"NEUTRAL";"C10H11NO";"NC1CCc2ccccc2C1=O";"MUGWUYGVUZLWRB-UHFFFAOYSA-N"
"CHEMBL534953";"";"";"Small molecule";"";"300.24";"9";"12";"2.64";"32.26";"2";"2";"0";"4";"N";"0.76";"10.57";"9.80";"2.86";"0.83";"1";"MOL";"-1";"16";"2";"2";"0";"219.1623";"-0.02";"BASE";"C14H22BrNO";"Br.CCCCNC1CCc2cccc(O)c2C1";"MQOYZGGTSOPRQF-UHFFFAOYSA-N"
"CHEMBL177813";"";"";"Small molecule";"";"233.35";"1";"9";"3.37";"23.47";"2";"1";"0";"6";"N";"0.81";"10.48";"9.42";"3.31";"1.51";"1";"MOL";"-1";"17";"2";"1";"0";"233.1780";"0.05";"BASE";"C15H23NO";"CCCN(CCC)C1CC1c1ccccc1O";"LARFBOKVMNMLSW-UHFFFAOYSA-N"
"CHEMBL1124";"DEALKYLATED DIETHYLPROPION";"Completely dealkylated diethylpropion";"Small molecule";"";"149.19";"3";"7";"1.22";"43.09";"2";"1";"0";"2";"Y";"0.64";"None";"7.55";"1.18";"0.79";"1";"MOL";"-1";"11";"2";"2";"0";"149.0841";"-0.08";"NEUTRAL";"C9H11NO";"CC(N)C(=O)c1ccccc1";"PUAQLLVFLMYYJJ-UHFFFAOYSA-N"
"CHEMBL117288";"";"";"Small molecule";"";"345.83";"7";"7";"2.24";"63.36";"6";"2";"0";"8";"N";"0.61";"None";"9.27";"2.29";"0.43";"3";"MOL";"-1";"24";"6";"2";"0";"345.1356";"-2.36";"BASE";"C17H20ClN5O";"O=c1n(CCCNCCNc2cccc(Cl)c2)nc2ccccn12";"SGXXTUPUUQQXFD-UHFFFAOYSA-N"
"CHEMBL2367824";"";"";"Small molecule";"";"195.26";"3";"3";"1.59";"44.48";"3";"1";"0";"4";"N";"0.79";"None";"9.97";"1.49";"-0.95";"1";"MOL";"-1";"14";"3";"2";"0";"195.1259";"0.21";"BASE";"C11H17NO2";"COc1cc(C[C@@H](C)N)cc(OC)c1";"PDCLPGSYMZLLDX-MRVPVSSYSA-N"
"CHEMBL176119";"";"";"Small molecule";"";"261.41";"1";"3";"4.15";"23.47";"2";"1";"0";"8";"N";"0.76";"9.61";"10.45";"3.87";"1.95";"1";"MOL";"-1";"19";"2";"1";"0";"261.2093";"0.00";"BASE";"C17H27NO";"CCCCN(CCCC)C1CC1c1cccc(O)c1";"PDBZVLNUNOGADS-UHFFFAOYSA-N"
"CHEMBL117027";"";"";"Small molecule";"";"413.95";"7";"7";"3.53";"45.78";"6";"0";"0";"5";"N";"0.64";"None";"7.89";"4.25";"3.63";"3";"MOL";"-1";"29";"6";"0";"0";"413.1982";"-1.77";"NEUTRAL";"C22H28ClN5O";"CC1CN(CCCn2nc3ccccn3c2=O)C(C)(C)CN1c1cccc(Cl)c1";"NPMIRPDEZBWFON-UHFFFAOYSA-N"
"CHEMBL267526";"";"";"Small molecule";"";"213.25";"4";"17";"1.73";"44.48";"3";"1";"0";"4";"N";"0.83";"None";"9.92";"1.63";"-0.77";"1";"MOL";"-1";"15";"3";"2";"0";"213.1165";"-0.43";"BASE";"C11H16FNO2";"COc1cc(CC(C)N)c(OC)cc1F";"NRANUECGGQVXOT-UHFFFAOYSA-N"
"CHEMBL118691";"";"";"Small molecule";"";"399.93";"7";"9";"3.14";"45.78";"6";"0";"0";"6";"N";"0.64";"None";"7.64";"4.07";"3.63";"3";"MOL";"-1";"28";"6";"0";"0";"399.1826";"-2.23";"NEUTRAL";"C21H26ClN5O";"CCC1CN(c2cccc(Cl)c2)CCN1CCCn1nc2ccccn2c1=O";"NXKQJTIEWHWYMT-UHFFFAOYSA-N"
"CHEMBL16883";"";"";"Small molecule";"";"274.16";"2";"8";"2.36";"44.48";"3";"1";"0";"4";"N";"0.92";"None";"9.89";"2.26";"-0.13";"1";"MOL";"-1";"15";"3";"2";"0";"273.0364";"0.12";"BASE";"C11H16BrNO2";"COc1cc(Br)c(OC)c(CC(C)N)c1";"HCZXNFSMGJKVHO-UHFFFAOYSA-N"
"CHEMBL343529";"";"";"Small molecule";"";"190.25";"7";"8";"1.68";"51.04";"2";"2";"0";"3";"Y";"0.77";"None";"9.71";"1.33";"-0.91";"2";"MOL";"-1";"14";"3";"3";"0";"190.1106";"0.38";"BASE";"C11H14N2O";"COc1cccc2[nH]cc(CCN)c12";"WMBARRJMPVVQEZ-UHFFFAOYSA-N"
"CHEMBL316698";"";"2-(3-Methoxyphenyl)Ethylamine";"Small molecule";"";"151.21";"2";"3";"1.20";"35.25";"2";"1";"0";"3";"Y";"0.70";"None";"9.77";"1.23";"-1.05";"1";"MOL";"-1";"11";"2";"2";"0";"151.0997";"-0.10";"BASE";"C9H13NO";"COc1cccc(CCN)c1";"WJBMRZAHTUFBGE-UHFFFAOYSA-N"
"CHEMBL129038";"";"";"Small molecule";"";"209.24";"1";"1";"1.23";"61.55";"4";"1";"0";"4";"N";"0.76";"None";"7.56";"0.86";"0.47";"1";"MOL";"-1";"15";"4";"2";"0";"209.1052";"0.02";"NEUTRAL";"C11H15NO3";"COc1ccc(C(=O)C(C)N)cc1OC";"WCTWVUARVFTBTD-UHFFFAOYSA-N"
"CHEMBL128078";"";"";"Small molecule";"";"136.20";"1";"1";"0.65";"52.04";"2";"2";"0";"2";"Y";"0.63";"None";"9.16";"0.36";"-1.43";"1";"MOL";"-1";"10";"2";"4";"0";"136.1000";"-0.13";"BASE";"C8H12N2";"NCC(N)c1ccccc1";"CRVBQABBEKLFIN-UHFFFAOYSA-N"
"CHEMBL610";"PHENETHYLAMINE";"Phenethylamine|Phenylethylamine";"Small molecule";"";"121.18";"32";"94";"1.19";"26.02";"1";"1";"0";"2";"Y";"0.62";"None";"9.79";"1.39";"-0.92";"1";"MOL";"-1";"9";"1";"2";"0";"121.0891";"0.11";"BASE";"C8H11N";"NCCc1ccccc1";"BHHGXPLMPWCGHP-UHFFFAOYSA-N"
"CHEMBL545097";"";"";"Small molecule";"";"297.87";"2";"2";"3.76";"23.47";"2";"1";"0";"5";"N";"0.87";"9.90";"10.92";"3.61";"1.54";"1";"MOL";"-1";"19";"2";"1";"0";"261.2093";"0.21";"BASE";"C17H28ClNO";"CCCN(CCC)C1(C)CCc2cccc(O)c2C1.Cl";"UWFAUPNJIZDLOZ-UHFFFAOYSA-N"
"CHEMBL3245284";"";"";"Small molecule";"";"446.50";"4";"5";"4.21";"28.26";"2";"1";"0";"2";"N";"0.76";"None";"8.42";"3.89";"2.84";"3";"MOL";"-1";"25";"3";"1";"0";"330.1732";"0.84";"NEUTRAL";"C26H26N2O5";"COc1ccc([C@@H]2C=C3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)cc1.O=C(O)/C=C\C(=O)O";"MRTCCSXPTRVSSH-HYTRZONSSA-N"
"CHEMBL542754";"";"";"Small molecule";"";"297.87";"2";"2";"3.93";"23.47";"2";"1";"0";"5";"N";"0.87";"10.04";"10.95";"3.79";"1.63";"1";"MOL";"-1";"19";"2";"1";"0";"261.2093";"0.29";"BASE";"C17H28ClNO";"CCCN(CCC)C1CCc2cccc(O)c2C1C.Cl";"VEIZGNXHIQVBNX-UHFFFAOYSA-N"
"CHEMBL1204120";"";"";"Small molecule";"";"342.32";"2";"5";"3.76";"23.47";"2";"1";"0";"6";"N";"0.84";"9.83";"10.73";"3.97";"1.89";"1";"MOL";"-1";"19";"2";"1";"0";"261.2093";"-0.46";"BASE";"C17H28BrNO";"Br.CCCCN(CCC)C1CCc2cccc(O)c2C1";"RIXXAMWXXPLCHE-UHFFFAOYSA-N"
"CHEMBL1202239";"";"";"Small molecule";"";"286.21";"2";"5";"2.25";"32.26";"2";"2";"0";"2";"Y";"0.78";"10.54";"9.75";"2.34";"0.34";"1";"MOL";"-1";"15";"2";"2";"0";"205.1467";"-0.03";"BASE";"C13H20BrNO";"Br.CC(C)NC1CCc2cccc(O)c2C1";"YZUGEIJMWPZXRV-UHFFFAOYSA-N"
"CHEMBL1743984";"";"";"Small molecule";"";"295.73";"2";"6";"0.95";"84.19";"6";"1";"0";"2";"N";"0.64";"None";"8.71";"1.41";"0.08";"2";"MOL";"-1";"19";"7";"1";"0";"259.1069";"-1.90";"BASE";"C12H14ClN5O2";"Cl.O=[N+]([O-])c1ccc2nc(N3CCNCC3)cnc2c1";"UQGWMFQWULOCBW-UHFFFAOYSA-N"
"CHEMBL367747";"";"";"Small molecule";"";"261.41";"1";"3";"4.15";"23.47";"2";"1";"0";"8";"N";"0.76";"10.49";"9.46";"4.19";"2.36";"1";"MOL";"-1";"19";"2";"1";"0";"261.2093";"0.07";"BASE";"C17H27NO";"CCCCN(CCCC)C1CC1c1ccccc1O";"VUAMCXQYBIHJJP-UHFFFAOYSA-N"
"CHEMBL340151";"";"";"Small molecule";"";"177.25";"4";"7";"1.17";"46.25";"2";"2";"0";"1";"Y";"0.68";"13.73";"9.18";"1.32";"-0.44";"1";"MOL";"-1";"13";"2";"3";"0";"177.1154";"0.39";"BASE";"C11H15NO";"NCC1(O)CCCc2ccccc21";"JPSHSGBMKXSDOR-UHFFFAOYSA-N"
"CHEMBL6916";"";"";"Small molecule";"";"290.75";"2";"6";"1.95";"49.33";"4";"0";"0";"1";"N";"0.81";"None";"1.89";"1.68";"1.68";"2";"MOL";"-1";"20";"5";"0";"0";"290.0934";"-1.98";"NEUTRAL";"C14H15ClN4O";"CC(=O)N1CCN(c2cnc3cc(Cl)ccc3n2)CC1";"ZYOCJNMYJDMCGS-UHFFFAOYSA-N"
"CHEMBL545098";"";"";"Small molecule";"";"314.27";"2";"2";"3.37";"23.47";"2";"1";"0";"6";"N";"0.81";"9.59";"10.44";"2.99";"1.09";"1";"MOL";"-1";"17";"2";"1";"0";"233.1780";"-0.03";"BASE";"C15H24BrNO";"Br.CCCN(CCC)[C@@H]1C[C@@H]1c1cccc(O)c1";"RZFHBGUXFBYYQG-CTHHTMFSSA-N"
"CHEMBL177848";"";"";"Small molecule";"";"249.35";"1";"3";"3.08";"43.70";"3";"2";"0";"6";"N";"0.76";"10.25";"9.16";"2.35";"0.85";"1";"MOL";"-1";"18";"3";"2";"0";"249.1729";"0.27";"BASE";"C15H23NO2";"CCCN(CCC)C1CC1c1ccc(O)c(O)c1";"ZNIVTMQTBWVPHZ-UHFFFAOYSA-N"
"CHEMBL1744019";"";"";"Small molecule";"";"319.62";"2";"6";"2.35";"41.05";"4";"1";"0";"1";"N";"0.87";"None";"8.75";"2.67";"1.31";"2";"MOL";"-1";"18";"4";"1";"0";"282.0439";"-1.56";"BASE";"C12H13Cl3N4";"Cl.Clc1cc2ncc(N3CCNCC3)nc2cc1Cl";"XNYYUSLPAOBHAO-UHFFFAOYSA-N"
"CHEMBL555263";"";"";"Small molecule";"";"281.83";"2";"2";"2.98";"23.47";"2";"1";"0";"2";"Y";"0.87";"10.43";"9.52";"3.29";"1.42";"1";"MOL";"-1";"18";"2";"1";"0";"245.1780";"0.57";"BASE";"C16H24ClNO";"CCCN1CCC[C@@H]2Cc3cccc(O)c3C[C@@H]21.Cl";"XFRCSRFVCSHUCO-PBCQUBLHSA-N"
"CHEMBL367318";"";"";"Small molecule";"";"177.25";"1";"3";"1.81";"23.47";"2";"1";"0";"2";"Y";"0.74";"10.39";"8.44";"1.72";"0.76";"1";"MOL";"-1";"13";"2";"1";"0";"177.1154";"0.62";"NEUTRAL";"C11H15NO";"CN(C)C1CC1c1ccccc1O";"BVUOMRJSZWYZMF-UHFFFAOYSA-N"
"CHEMBL541095";"";"";"Small molecule";"";"297.87";"2";"2";"3.93";"23.47";"2";"1";"0";"5";"N";"0.87";"10.04";"10.95";"3.79";"1.63";"1";"MOL";"-1";"19";"2";"1";"0";"261.2093";"0.29";"BASE";"C17H28ClNO";"CCCN(CCC)[C@H]1CCc2cccc(O)c2[C@H]1C.Cl";"VEIZGNXHIQVBNX-SLHAJLBXSA-N"
"CHEMBL20243";"";"";"Small molecule";"";"232.33";"2";"2";"2.59";"28.26";"2";"1";"0";"4";"N";"0.88";"None";"9.63";"2.66";"0.45";"2";"MOL";"-1";"17";"3";"1";"0";"232.1576";"-0.29";"BASE";"C14H20N2O";"COc1cc(C)c2[nH]cc(CCN(C)C)c2c1";"YGAOMGVUIWNFMD-UHFFFAOYSA-N"
"CHEMBL1204137";"";"";"Small molecule";"";"297.87";"2";"5";"3.67";"12.47";"2";"0";"0";"6";"N";"0.77";"None";"10.53";"4.35";"1.37";"1";"MOL";"-1";"19";"2";"0";"0";"261.2093";"-0.52";"BASE";"C17H28ClNO";"CCCN(CCC)C1CCc2cccc(OC)c2C1.Cl";"HPEKBNDAOQZJFF-UHFFFAOYSA-N"
"CHEMBL541348";"";"";"Small molecule";"";"281.83";"2";"2";"2.98";"23.47";"2";"1";"0";"2";"Y";"0.87";"10.43";"9.52";"3.29";"1.42";"1";"MOL";"-1";"18";"2";"1";"0";"245.1780";"0.57";"BASE";"C16H24ClNO";"CCCN1CCC[C@@H]2Cc3cccc(O)c3C[C@H]21.Cl";"XFRCSRFVCSHUCO-SWYZXDRTSA-N"
"CHEMBL20971";"";"";"Small molecule";"";"216.33";"1";"1";"2.83";"19.03";"1";"1";"0";"4";"N";"0.83";"None";"9.59";"3.26";"1.09";"2";"MOL";"-1";"16";"2";"1";"0";"216.1626";"-0.44";"BASE";"C14H20N2";"CCc1cccc2c(CCN(C)C)c[nH]c12";"DNEWEHQANHHHCZ-UHFFFAOYSA-N"
"CHEMBL1743614";"";"";"Small molecule";"";"337.86";"2";"6";"0.37";"53.40";"6";"1";"0";"4";"N";"0.88";"None";"8.87";"0.27";"-1.73";"2";"MOL";"-1";"22";"6";"1";"0";"301.1903";"-1.57";"BASE";"C16H24ClN5O";"CN(C)CCn1c(=O)c(N2CCNCC2)nc2ccccc21.Cl";"KZSRHQMQVMZTPS-UHFFFAOYSA-N"
"CHEMBL1743990";"";"";"Small molecule";"";"280.76";"3";"6";"1.05";"50.28";"5";"1";"0";"2";"N";"0.86";"None";"8.76";"1.31";"-0.07";"2";"MOL";"-1";"18";"5";"1";"0";"244.1324";"-1.38";"BASE";"C13H17ClN4O";"COc1ccc2nc(N3CCNCC3)cnc2c1.Cl";"JWGHVLFYFMNVIQ-UHFFFAOYSA-N"
"CHEMBL1202247";"";"";"Small molecule";"";"376.34";"2";"5";"4.16";"23.47";"2";"1";"0";"5";"N";"0.89";"10.56";"9.69";"4.55";"2.55";"2";"MOL";"-1";"22";"2";"1";"0";"295.1936";"-0.61";"BASE";"C20H26BrNO";"Br.CCCN(Cc1ccccc1)C1CCc2cccc(O)c2C1";"DTTWCPAYCZKKKA-UHFFFAOYSA-N"
"CHEMBL1200399";"BUSPIRONE HYDROCHLORIDE";"APD-405|APD405|BUSPIRONE HCL|BUSPIRONE HYDROCHLORIDE|Buspar|MJ 9022-1|MJ-9022-1|NSC-751138|NSC-759571";"Small molecule";"4.0";"421.97";"32";"48";"2.09";"69.64";"6";"0";"0";"6";"N";"0.55";"None";"7.62";"1.78";"1.35";"1";"MOL";"0";"28";"7";"0";"0";"385.2478";"-1.10";"NEUTRAL";"C21H32ClN5O2";"Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1";"RICLFGYGYQXUFH-UHFFFAOYSA-N"
"CHEMBL26687";"MESCALINE";"2-(3,4,5-Trimethoxyphenyl)Ethanamine|MESCALINE|NSC-30419";"Small molecule";"1.0";"211.26";"15";"39";"1.21";"53.71";"4";"1";"0";"5";"N";"0.80";"None";"9.77";"0.91";"-1.37";"1";"MOL";"0";"15";"4";"2";"0";"211.1208";"0.52";"BASE";"C11H17NO3";"COc1cc(CCN)cc(OC)c1OC";"RHCSKNNOAZULRK-UHFFFAOYSA-N"
"CHEMBL11";"IMIPRAMINE";"ANTIDEPRIN|BERKOMINE|CRISTALIA|IMIPRAMINE|Imipramine|Janimine|MELIPRAMINE|NSC-169866|ORG-2463|Pramine|Presamine|SERMONIL|TRIMIPRAMINE MALEATE IMPURITY, IMIPRAMINE-|Tofranil|Tofranil-PM";"Small molecule";"4.0";"280.42";"149";"2364";"3.88";"6.48";"2";"0";"0";"4";"N";"0.84";"None";"9.20";"4.28";"2.48";"2";"MOL";"0";"21";"2";"0";"0";"280.1939";"-0.77";"BASE";"C19H24N2";"CN(C)CCCN1c2ccccc2CCc2ccccc21";"BCGWQEUPMDMJNV-UHFFFAOYSA-N"
"CHEMBL6437";"MIANSERIN";"J16.389I|MIANSERIN|TOLVON";"Small molecule";"4.0";"264.37";"188";"930";"3.08";"6.48";"2";"0";"0";"0";"N";"0.72";"None";"6.92";"3.83";"3.71";"2";"MOL";"0";"20";"2";"0";"0";"264.1626";"-0.64";"NEUTRAL";"C18H20N2";"CN1CCN2c3ccccc3Cc3ccccc3C2C1";"UEQUQVLFIPOEMF-UHFFFAOYSA-N"
"CHEMBL415";"CLOMIPRAMINE";"3-CHLORO-IMINODIBENZYL|ANAPRAMINE|Anafranil|CHLORIMIPRAMINE|CLOMICALM|CLOMIPRAMINE|Clomipramine|NSC-169865";"Small molecule";"4.0";"314.86";"194";"2326";"4.53";"6.48";"2";"0";"0";"4";"N";"0.82";"None";"9.20";"4.88";"3.09";"2";"MOL";"0";"22";"2";"0";"0";"314.1550";"-1.09";"BASE";"C19H23ClN2";"CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21";"GDLIGKIOYRNHDA-UHFFFAOYSA-N"
"CHEMBL7257";"5-MEO-DMT";"5-MEO-DMT|5-METHOXY-N-DIMETHYLTRYPTAMINE|5-METHOXYDIMETHYLTRYPTAMINE|5-OME-DMT|MEBUFOTENIN|NSC-88624|[2-(5-METHOXY-1H-INDOL-3-YL)-ETHYL]-DIMETHYL-AMINE";"Small molecule";"1.0";"218.30";"38";"114";"2.28";"28.26";"2";"1";"0";"4";"N";"0.85";"None";"9.58";"2.14";"-0.02";"2";"MOL";"0";"16";"3";"1";"0";"218.1419";"-0.33";"BASE";"C13H18N2O";"COc1ccc2[nH]cc(CCN(C)C)c2c1";"ZSTKHSQDNIGFLM-UHFFFAOYSA-N"
"CHEMBL12420";"N,N-DIMETHYLTRYPTAMINE";"N,N-DIMETHYLTRYPTAMINE";"Small molecule";"1.0";"188.27";"19";"53";"2.27";"19.03";"1";"1";"0";"3";"Y";"0.78";"None";"9.55";"2.30";"0.17";"2";"MOL";"0";"14";"2";"1";"0";"188.1313";"-0.34";"BASE";"C12H16N2";"CN(C)CCc1c[nH]c2ccccc12";"DMULVCHRPCFFGV-UHFFFAOYSA-N"
"CHEMBL19393";"LEVAMFETAMINE";"AMFETAMINE, (R)-|AMPHETAMINE L-FORM|LEVAMFETAMINE|l-Amphetamine";"Small molecule";"-1.0";"135.21";"14";"43";"1.58";"26.02";"1";"1";"0";"2";"Y";"0.65";"None";"10.01";"1.80";"-0.67";"1";"MOL";"0";"10";"1";"2";"0";"135.1048";"-0.02";"BASE";"C9H13N";"C[C@@H](N)Cc1ccccc1";"KWTSXDURSIMDCE-MRVPVSSYSA-N"
"CHEMBL1628227";"DOXEPIN";"DOXEPIN|Doxepin|P-3693A|SINEPIN|SINEQUAN|Zonalon";"Small molecule";"4.0";"279.38";"133";"1921";"3.96";"12.47";"2";"0";"0";"3";"N";"0.84";"None";"9.76";"3.84";"1.51";"2";"MOL";"0";"21";"2";"0";"0";"279.1623";"-0.05";"BASE";"C19H21NO";"CN(C)CCC=C1c2ccccc2COc2ccccc21";"ODQWQRRAPPTVAG-UHFFFAOYSA-N"
"CHEMBL612";"DEXTROAMPHETAMINE";"AMFETAMINE, (S)-|AMPHETAMINE, D-|D-AMPHETAMINE|DEXAMFETAMINE|DEXAMPHETAMINE|DEXIDRINE|DEXTROAMPHETAMINE|DEXTROAMPHETAMINE RESIN COMPLEX|Dexampex|Dexamphetamine|Dexedrine|Dextrostat|Ferndex|NSC-73713|XELSTRYM";"Small molecule";"4.0";"135.21";"28";"115";"1.58";"26.02";"1";"1";"0";"2";"Y";"0.65";"None";"10.01";"1.80";"-0.67";"1";"MOL";"0";"10";"1";"2";"0";"135.1048";"-0.02";"BASE";"C9H13N";"C[C@H](N)Cc1ccccc1";"KWTSXDURSIMDCE-QMMMGPOBSA-N"
"CHEMBL46";"ONDANSETRON";"A04AA01|Desmethylondansetron|EUR-1025|GR-38032|GR-38032F|NSC-757870|ONDANSETRON|Ondansetron|ZOFRAN ODT|ZUPLENZ|Zofran";"Small molecule";"4.0";"293.37";"196";"993";"3.13";"39.82";"4";"0";"0";"2";"N";"0.73";"None";"7.34";"2.35";"2.11";"3";"MOL";"0";"22";"4";"0";"0";"293.1528";"-0.54";"NEUTRAL";"C18H19N3O";"Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O";"FELGMEQIXOGIFQ-UHFFFAOYSA-N"
"CHEMBL11608";"TYRAMINE";"2-P-HYDROXYPHENYLETHYLAMINE|FEMA NO. 4215|NSC-249188|RACTOPAMINE HYDROCHLORIDE SUSPENSION IMPURITY, TYRAMINE-|SYSTOGENE|TOCOSINE|TYRAMINE|TYROSAMINE|UTERAMINE";"Small molecule";"3.0";"137.18";"52";"91";"0.89";"46.25";"2";"2";"0";"2";"Y";"0.64";"10.41";"9.66";"0.68";"-1.23";"1";"MOL";"0";"10";"2";"3";"0";"137.0841";"0.76";"BASE";"C8H11NO";"NCCc1ccc(O)cc1";"DZGWFCGJZKJUFP-UHFFFAOYSA-N"
"CHEMBL38992";"ETISULERGINE";"ETISULERGINE|Etisulergine";"Small molecule";"-1.0";"376.53";"6";"21";"2.06";"68.44";"3";"2";"0";"5";"N";"0.84";"10.76";"6.95";"1.57";"1.44";"2";"MOL";"0";"26";"6";"2";"0";"376.1933";"0.08";"NEUTRAL";"C19H28N4O2S";"CCN(CC)S(=O)(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1";"YHEIHLVIKSTGJE-YXJHDRRASA-N"
"CHEMBL72";"DESIPRAMINE";"DESIPRAMINE|Desipramine|IMIPRAMINE, DEMETHYL-|MONODEMETHYLIMIPRAMINE|N-DESMETHYLIMIPRAMINE|NORIMIPRAMINE";"Small molecule";"4.0";"266.39";"186";"803";"3.53";"15.27";"2";"1";"0";"4";"N";"0.85";"None";"10.02";"3.90";"1.37";"2";"MOL";"0";"20";"2";"1";"0";"266.1783";"-0.44";"BASE";"C18H22N2";"CNCCCN1c2ccccc2CCc2ccccc21";"HCYAFALTSJYZDH-UHFFFAOYSA-N"
"CHEMBL263881";"LYSERGIDE";"D-LSD|DEXTROLYSERGIC ACID DIETHYLAMIDE|LSD|LSD-25|LYSERGIC ACID DIETHYLAMIDE|LYSERGIC ACID DIETHYLAMIDE TARTRATE CI|LYSERGIDE|N,N-DIETHYLLYSERGAMIDE";"Small molecule";"2.0";"323.44";"34";"177";"2.91";"39.34";"2";"1";"0";"3";"N";"0.94";"None";"7.98";"2.28";"1.60";"2";"MOL";"0";"24";"4";"1";"0";"323.1998";"0.63";"NEUTRAL";"C20H25N3O";"CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1";"VAYOSLLFUXYJDT-RDTXWAMCSA-N"
"CHEMBL128075";"";"";"Small molecule";"";"193.25";"1";"1";"1.52";"44.48";"3";"1";"0";"2";"Y";"0.77";"None";"9.69";"0.96";"-1.26";"1";"MOL";"-1";"14";"3";"2";"0";"193.1103";"0.39";"BASE";"C11H15NO2";"COc1ccc2c(c1)C(CN)CCO2";"VRMUIYITQBJQIA-UHFFFAOYSA-N"
"CHEMBL539569";"";"";"Small molecule";"";"281.83";"2";"2";"2.98";"23.47";"2";"1";"0";"2";"Y";"0.87";"10.43";"9.52";"3.29";"1.42";"1";"MOL";"-1";"18";"2";"1";"0";"245.1780";"0.57";"BASE";"C16H24ClNO";"CCCN1CCC[C@H]2Cc3cccc(O)c3C[C@@H]21.Cl";"XFRCSRFVCSHUCO-SLHAJLBXSA-N"
"CHEMBL3277224";"";"";"Small molecule";"";"223.32";"1";"1";"2.20";"21.70";"3";"0";"0";"6";"N";"0.74";"None";"9.54";"2.33";"0.20";"1";"MOL";"-1";"16";"3";"0";"0";"223.1572";"-0.50";"BASE";"C13H21NO2";"COc1ccc(OC)c(CCCN(C)C)c1";"QFTGOESDVVPZHW-UHFFFAOYSA-N"
"CHEMBL629";"AMITRIPTYLINE";"AMITRIPTYLINE|Amitid|Amitril|Amitriptyline|DAMITRIPTYLINE|Elavil|Endep|Etrafon-A|Etrafon-Forte|FLAVYL|LAROXYL|Limbitrol|PROHEPTADIENE|SEROTEN|TRIPTANOL";"Small molecule";"4.0";"277.41";"190";"2592";"4.17";"3.24";"1";"0";"0";"3";"N";"0.81";"None";"9.76";"4.81";"2.48";"2";"MOL";"0";"21";"1";"0";"0";"277.1830";"-0.11";"BASE";"C20H23N";"CN(C)CCC=C1c2ccccc2CCc2ccccc21";"KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CHEMBL2104047";"CATHINONE";"C08301|CATHINONE|CATHINONE (INCB:GREEN LIST)|D-CATHINONE|J18.754B|NOREPHEDRONE|S-(-)-CATHINONE";"Small molecule";"-1.0";"149.19";"4";"7";"1.22";"43.09";"2";"1";"0";"2";"Y";"0.64";"None";"7.55";"1.18";"0.79";"1";"MOL";"0";"11";"2";"2";"0";"149.0841";"-0.08";"NEUTRAL";"C9H11NO";"C[C@H](N)C(=O)c1ccccc1";"PUAQLLVFLMYYJJ-ZETCQYMHSA-N"
"CHEMBL621";"TRAZODONE";"Desyrel|J10.767K|TRAZODONE|TRITTICO|Trazodone|Trialodine";"Small molecule";"4.0";"371.87";"147";"454";"2.36";"45.78";"6";"0";"0";"5";"N";"0.69";"None";"7.09";"3.13";"2.96";"3";"MOL";"0";"26";"6";"0";"0";"371.1513";"-2.50";"NEUTRAL";"C19H22ClN5O";"O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12";"PHLBKPHSAVXXEF-UHFFFAOYSA-N"
"CHEMBL531";"PERGOLIDE";"PERGOLIDE|Pergolide";"Small molecule";"4.0";"314.50";"132";"782";"4.27";"19.03";"2";"1";"0";"4";"N";"0.91";"None";"9.49";"4.23";"2.15";"2";"MOL";"0";"22";"2";"1";"0";"314.1817";"0.61";"BASE";"C19H26N2S";"CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21";"YEHCICAEULNIGD-MZMPZRCHSA-N"
